text	label
Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry	neutral
It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001	neutral
Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+cs , where the company has two plants	positive
Unbelievably , the company that makes them - Fiskars Corporation - was formed in 1649 when a Dutch merchant named Peter Thorwoste was given a charter to establish a blast furnace and forging operation in the small Finnish village of Fiskars	neutral
` Patja has worked well for us for more than a decade , and Fujitsu 's new bid was competitive	neutral
The adjustment measures will be carried out in phases to secure the delivery capability	neutral
Gearing was 43 % compared to 67 % in 2004	neutral
Kesko www.kesko.fi is a Finnish retail specialist whose stores offer quality to the daily lives of consumers through valued products and services at competitive prices	neutral
According to Aktia Asset Management , Finnish analysts ' forecasts for 2009 are still too high	negative
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments	neutral
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant	positive
The venture , which will be 51 % owned by Kemira and 49 % by IVRCL , will operate an inorganic coagulant manufacturing facility , to be built in Vishakapatnam Vizag in the state of Andhra Pradesh and to kick off operations in the second half of 2011	neutral
The port operator , however , favors retaining the port fees in 2010 , citing the owner , the governemtn of Estonia , commiting the port to pay EEK 400mn ( EUR 25.56 mn USD 36.44 mn ) in dividends to the state in 2009 and another EEK 300mn in 2010	neutral
Panostaja treats its negotiating partners , such as entrepreneurs selling their life s work and newcomer entrepreneurs seeking a career , fairly , justly and according to the law	neutral
HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said	negative
Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role	neutral
Thus the method will cut working costs , and will fasten the planning and building processes	positive
The building complex consists of high-quality office and retail space totalling 49,200 square metres , the company said	neutral
The first group of customers to be trained will be paint-shop owners and their assistants	neutral
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT	negative
Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017	neutral
The period-end cash and cash equivalents totaled EUR6 .5 m , compared to EUR10 .5 m in the previous year	negative
In 2010 , Sanoma Magazines expects net sales to be at the 2009 level	neutral
The Finnish supplier of BSS-OSS and VAS for telecom operators , Tecnotree , has received expansion orders worth a total US$ 7.3 mn for its convergent charging and next generation messaging solutions in Latin America , the company announced without specifying which operators had placed the orders	positive
Our purchase to pay solutions enable companies to gain visibility and control over business-critical financial processes	neutral
However , the proportion of the paid standing orders grew in 2009	positive
Incap Furniture is presently negotiating staff cuts	negative
The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara	neutral
Construction work on the Helsinki Music Centre is to start this autumn , with the total cost of the project estimated at 140 million euros	neutral
The pipeline is strong	positive
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013	neutral
According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed	negative
The bank 's leasing arm Nordea Liising ended the year with a profit of 4.4 million euros	neutral
Established in 1989 , CapMan manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital	neutral
Stora Enso Oyj said its second-quarter result would fall by half compared with the same period in 2007	negative
Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day	neutral
As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75	neutral
ND = Not disclosed	neutral
The group had an order book of EUR 7.74 mn at the end of 2007	neutral
Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects	negative
Nokia has inaugurated its manufacturing plant near Chennai on 11 Mar 2006	neutral
Elcoteq has a global network of After Market Service sites which have a long experience in serving Consumer Electronics and Systems Solutions customers	neutral
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009	negative
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter	neutral
Componenta 's objective with this agreement is to increase business on its existing production lines	positive
The upgraded factory is scheduled to come on stream in the summer of 2008	neutral
The company said that it has agreed to a EUR160m unsecured credit line from lenders	neutral
Finnish industrial group Ruukki Group has brought counter action against Finnish metal company Rautaruukki in the dispute concerning the names of the companies	negative
In 2006 , TeliaSonera net sales were SEK 91 bn , EBITDA was SEK 32.266 bn , net income was SEK 19.28 bn	neutral
Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe	neutral
Finnish consumer packaging manufacturer Huhtamaki Oyj said it swung to a net profit of 84.1 mln euro $ 105.6 mln in the first nine months of 2006 from a net loss of 2.6 mln euro $ 3.3 mln in the same period of 2005	positive
Proving that good cellphone design is truly a work of art , the website for the Nokia 6131 provides a colorful canvas for the expression of mobile-inspired sentiments	positive
Excluding non-recurring items , pre-tax profit surged 45 % to EUR80m	positive
Press release 9 October 2009 Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland	positive
They are also upset that some of the machinery and work is taken over to Poland	negative
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service	positive
Exports make up more than 80 per cent of our sales , so the name Glaston also reflects a truly internationally operating company , '' explains Kyro 's President & CEO Mika Seitovirta	neutral
`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said	positive
The enterprise value of Maritim Food AS has been determined as approximately EUR15m	neutral
About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other	neutral
Auburn 's sales in 2007 were CAD 41 million ( approximately EUR 27 million ) , and the company employs some 150 people	neutral
industry in Asia + Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia	neutral
Device volume in the area decreased by 21 % to 2.7 mn units	negative
According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months	positive
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives	neutral
We do hope that this will in the future turn out to be a novel method for the prevention of alcohol and tobacco smoking associated oral cancers	neutral
The company pledged that the new software would render e-mails and other documents much as they appear on desktop computers	neutral
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004	positive
The third quarter result also includes a 400,000 euro ( $ 575,000 ) provision for down-sizing of lure manufacturing in Ireland	neutral
Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said	positive
The largest restructuring is planned for Italy , where negotiations on about 40 job cuts are to be initiated today , the company noted	negative
The new agreement , which expands a long-established cooperation between the companies , involves the transfer of certain engineering and documentation functions from Larox to Etteplan	positive
The soapstone deposits in the Medvezhyegorsk area are expected to increase Tulikivi 's current reserves considerably	positive
Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces	positive
Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August	neutral
Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008	positive
` Our strategic cooperation with Rentakran brings us new customers and already-working relationships with the authorities of the new territories , ' said Jarmo Laasanen , a senior manager at Cramo	positive
The Finnish food concern Atria is about to acquire two Estonian meat processing companies , Woro Kommerts and Vastse-Kuuste Lihatoostus , reported the Official website www.investinestonia.com	neutral
In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari	neutral
An  of the invention , released by the Patent Office , said : `` The chambers are pressurized	neutral
`` Our Vaalipalvelu-service was especially developed for use by communities and organizations	neutral
Each year the dividend is deducted from the subscription price	neutral
The mill 's raw material need will increase by 100,000 m3 of wood	neutral
With this , the company will exit the contract manufacturing service segment	neutral
Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005	positive
As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008	neutral
The combined value of the planned investments is about EUR 30mn	neutral
Utah 's capital wanted to be the next U.S. headquarters of Amer Sports Corp. , a ski-equipment company	neutral
Bluewin Security is available as a monthly subscription	neutral
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia - 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia	positive
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America	positive
BG Crane has a strong customer base in the on-road load handling and related installation and service businesses	neutral
This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM	neutral
The aim is to achieve EUR 2.5 mn yearly savings	positive
According to Olvi 's Managing Director Lasse Aho , the company has an ongoing MMX Plus project that aims to find growth outside Finland	positive
The deal will have no significant effect on the acquiring company 's equity ratio	neutral
Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added	neutral
L+nnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish	neutral
Operating profit rose to EUR 3.11 mn from EUR 1.22 mn in the corresponding period in 2009	positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86	positive
The most popular paper by far was Kesko 's loyal customer magazine Pirkka with 2,462,000 readers	neutral
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability	positive
On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 %	neutral
Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said	positive
ALEXANDRIA , Va. , July 11 -- Hannu Kahonen of Juuka , Finland , has developed an ornamental design for a handle for fire pit door , the U.S. Patent & Trademark Office announced	neutral
`` Over the years , the color orange has become synonymous with quality	neutral
FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs	positive
Look out for vintage fabric cushion covers , '70s coffee pots , ceramic serving dishes , cocktail glasses , and stainless steel party dishes	neutral
Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said	positive
The platform is based built on Intel s second-generation MID platform , called Moorestown	neutral
Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates	positive
The first phase will be completed by the end of 2012	neutral
The output of the contracts totals 72 MWe	neutral
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006	positive
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 %	neutral
Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters	positive
cents Recognize potential partnerships and suppliers	neutral
In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent	neutral
The Division also includes joint sales , marketing and controlling functions for these units	neutral
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland	neutral
Finnish Vaahto Group that provides paper-making technology and process machinery is starting negotiations concerning the temporary lay-offs of all 140 employees at the company 's plants in Hollola and Tampere , in Finland	negative
Return on investment ROI was 4.1 % compared to 43.8 % in the first half of 2008	negative
GS Engineering will install the valves at a liquefied natural gas LNG plant it has built for UAE LNG extraction and gas plants operator GASCO in Ruwais , UAE	neutral
Includes company and brand share data by category , as well as distribution channel data	neutral
After the transaction , Danske Bank becomes an equal player with Nordic bank group Nordea in the Nordic countries	neutral
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress	neutral
Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings	neutral
Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218	neutral
The potential acquirer is Cencorp Corporation which is a related entity to SAV owing to each of SAV and Cencorp being a subsidiary of the Finnish Savcor Group Oy	neutral
Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007	negative
According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest	neutral
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems	neutral
The measures result from weak demand in the shipbuilding industry	negative
Tekla provides 3D software for building and infrastructure engineering , with a focus on building information modelling of steel and concrete structures from design to construction	neutral
ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today	positive
The solution will be installed in the USA to support the North American operations of the customer	neutral
The decision of Tekes was based on , among other , the following grounds : the project has a significant impact on the business development of the company	neutral
Sukhraj Dulai , of the 2900 block of Boni Sue Court , a cul-de-sac on the city 's north side , started the vehicle and went inside his house about 8 a.m. Tuesday , leaving the garage door open	neutral
Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey	neutral
Net sales revenue per passenger is expected to increase	positive
GE is building the facility with wind power developer Invenergy Wind LLC	neutral
One can even receive on the spot alerts as soon as jobs are posted , putting you at the front of the queue for opportunities	neutral
`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops	neutral
Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September	neutral
As a result of the negotiations , the company will terminate total 5 employment contracts	negative
Pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010	neutral
We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision	neutral
Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009	neutral
Paper company M-real calculated that if 100,000 biscuit cartons are made using a 25gsm lighter board , the CO2 saved over the course of 12 months would be equal to that generated by driving 1,000 km by car	neutral
Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007	neutral
Dubbed Nokia Money Solutions , company officials say the initiative would seek to bridge the gap between the banked and unbanked in developing countries	positive
Most of the permanent layoffs will be in the plywood and sawn timber sectors of the Finnish company 's operations at several domestic mills , where earlier this year it temporarily laid off some 1,200 workers to save costs	negative
By cutting the number of plants , the group will trim fixed costs	positive
Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA	positive
The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products	positive
The gross area of eight houses will be 12,167 m2	neutral
In addition to supplying a new headbox and a modern sizing and coating unit , Vaahto Group will provide erection supervision , training and start-up services	neutral
Net sales grew in the period to  x20ac 402 million $ 585US million from  x20ac 401 million in 2006	positive
On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases	neutral
The company 's net sales in 2009 totalled MEUR 307.8 with an operating margin of 13.5 per cent	neutral
Consumers are now increasingly interested in what they can do with heir phones	neutral
Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008	negative
Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008	positive
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program	neutral
Operating profit , excluding non-recurring items , totalled EUR 1.0 mn , down from EUR 1.6 mn	negative
The parties have also agreed that L+nnen Tehtaat has the right to sell the remaining shares in Suomen Rehu to Hankkija-Maatalous 15 months after the purchase of the majority holding , at the earliest	neutral
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year	positive
The study is expected to provide proof of pharmacodynamic activity in humans , corroborate the safety profile and establish dose ranges for further therapeutic studies	neutral
Mr. McDonald started the evening with his own set , featuring hits from his solo career and his Doobie Brothers years and a selection of R&B cover songs that met with mixed results	neutral
Through the acquisition Solteq will expand its solutions offering by Microsoft 's Dynamics business software products	positive
Significance : Teleste has emphasised that with its large size and growing economy , as well as the rapid development of its TV services distribution industry , Poland is viewed as an attractive market	positive
Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT	neutral
The bank forecasts Finland 's GDP will grow by 2 % in 2010 and in 2011	positive
In November , the Finnish government decreased its ownership in the company further to 31.1 percent from 38 percent	neutral
So , at the present time Nokian tires had the contract of tires production in China	neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest	neutral
Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices	neutral
Nokia OYJ 's production site at Bochum , Germany , posted profit before interest of 134 mln eur for 2007 , Capital reported in an excerpt of an article to be released tomorrow , citing internal documents	neutral
The air traffic of Finland has been in stoppage since then	negative
The emerging markets that Raisio has chosen to enter so far are marked by relatively low per capita food consumption	neutral
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India	positive
HELSINKI AFX - KCI Konecranes said it has raised its stake in MMH Holdings Inc , the owner of US-based Morris Materials Handling , to 90.9 pct from 74.5 pct	positive
Viking Line head Jan Kaarstroem told TT that his company 's ferries were well equipped to handle ice and that all the passengers were safe	positive
In Finland , export industry forms a large clientele for the packaging industry	neutral
The bond has a value of EUR150m and a maturity of 4 years	neutral
( ADPnews ) - Dec 30 , 2009 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will furlough employee in its unit Reka Cables Ltd for less than 90 days , starting in January 2010	neutral
On top of that , the US Commerce Department published worse-than-expected construction spending figures for November	negative
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State	neutral
As capacity was cut with 1.4 % , the passenger load factor was down 7.8 percentage points	negative
treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries	neutral
Motorola , the world 's second-largest maker of cell phones , unveiled the new phone Tuesday in a bid to resurrect its ailing handset business	neutral
`` Korean consumers are tech-savvy and leading the pack in terms of design , '' Gill Hyun-chang , president of Motorola Korea Inc. , told Dow Jones Newswires in an interview	neutral
However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell	neutral
Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts	neutral
EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008	positive
We make available the following brand-new market analyses : Cement - UK Cement - Poland Cement - Belgium These analyses give a clear overview of the actual situation and future outlook of the cement industry in some European countries	neutral
Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix	neutral
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle	neutral
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions	neutral
The deliveries started in April 2006 and will be completed in 2007	neutral
Aspocomp said it will spin off its Chinese and Indian units , and some equipment from its Salo plant in Finland , into a newly-formed unit , most of which it will then sell on to Hong Kong-listed Meadville	neutral
Antniemi refuted a report by the Finnish daily Turun Sanomat as if the company was reorganizing its operations in the Baltic countries	neutral
ALEXANDRIA , Va. , Dec. 22 -- United States Patent no. 7,854,608 , issued on Dec. 21 , was assigned to Outotec Oyj ( Espoo , Finland )	neutral
Sales of security and system packaging increased slightly	positive
Net sales decreased to EUR 91.6 mn from EUR 109mn in the corresponding period in 2005	negative
The technology park will be built near St. Petersburg-based Pulkovo airport	neutral
Profit of the accounting period was EUR 0.3 mn	neutral
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010	negative
Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007	positive
Calls to the switchboard and directory services have decreased significantly since our employees now have up-to-date contact information from all their colleagues and customers on their phone and can place the call directly	neutral
We have made long-term investments in developing the system 's implementation model	neutral
`` In terms of profitability and earnings 2007 was the best year in our history , '' Chief Executive Veli-Matti Mattila said	positive
In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share	positive
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m )	positive
TietoEnator itself uses Nokia 's Intellisync Mobile Suite 's wireless email , calendar , and device management capabilities , and the company will now extend these services to its customers	positive
Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago	neutral
Amer , which bought Salomon from adidas in October , said the job cuts are aimed at boosting competitiveness	neutral
Pertti Ervi is independent from the Company and its major shareholders	neutral
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover	positive
AGJ recorded EUR 43 mln sales in 2006 , most of which was generated by exports to customers in Western Europe , the statement said	neutral
For Telenor , the three and a half year contract is worth an estimated 12.6 m. YIT has chosen Telenor and Elisa as its principal suppliers of ICT solutions in Norway , Sweden , Denmark and Finland	positive
Precedex is approved for IV sedation of initially intubated and mechanically ventilated patients in intensive care	positive
Global Markets Direct 's Pohjola Bank plc - Financial Analysis Review is an in-depth business , financial analysis of Pohjola Bank plc.	neutral
Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality	positive
In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007	positive
Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project	neutral
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million	positive
In connection with the deal , Digia will employ 19 persons from Nokia in Oslo and in Silicon Valley in the USA	neutral
In Lithuania , operating profit rose to EUR 190,000 from EUR 70,000 in the corresponding period in 2005	positive
Following the issue , the new shares will constitute 10 percent of the firm 's capital	neutral
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from	neutral
According to latest information , Benefon will launch its Twig device on 20 September 2006	neutral
Via the agreement , Ramirent will expand the range of equipment and services it delivers to Destia , Ramirent Finland 's managing director Kari Aulasmaa , said	positive
1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place	neutral
And that 's exactly what happened on a recent weekday when an East Haven baker was brought in to remind residents about the Easter tradition of making wheat and rice pies	neutral
India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007	positive
M-real will start statutory employer-employee negotiations at the ++nekoski board mill that concern about 130 people	neutral
The company 's equipment rental portfolio consists primarily of tools for small and mid-sized customers in the construction industry	neutral
Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported	neutral
UK 's Sarantel to outsource part of its processes to Elcoteq plant in Estonia LONDON , Oct 13 , BNS - The British miniature antennas maker Sarantel has signed an agreement to outsource its assembly test and supply chain processes to the plant of Elcoteq in the Estonian capital Tallinn	neutral
Production levels have been agreed with producers a long time ago , so a fall in consumption will lead to losses	negative
The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households	neutral
Instead , Elcoteq has signed a non-binding Letter of Intent with another Asian strategic investor	positive
Finnish Bore that is owned by the Rettig family has grown recently through the acquisition of smaller shipping companies	positive
Profit before taxes decreased to EUR 31.6 mn from EUR 50.0 mn the year before	negative
Jussi Pesonen , member of the Sampo Board since 2006 , will renounce his seat in Sampo Board	neutral
Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable	positive
The sales price was not disclosed	neutral
That would be an increase from estimated sales of 117 million last year	positive
Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services	positive
Metso Foundries Jyvaskyla , Inc. will begin personnel negotiations on temporary lay-offs and personnel reductions in Jyvaskyla , Finland	negative
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe	positive
Operating profit fell to EUR 38.1 mn from EUR 55.3 mn in 2007	negative
Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation	positive
Finland 's dominating rail company VR is planning to set the infected passengers for long-distance trip in a separate carriage	neutral
The size of the extension , 18.5 % of which already has been let , will have a gross area of about 2,830 sq m 30,460 sq ft	neutral
The total emissions reduction from 1999 to 2017 will be thus 41 %	neutral
The tanks will be delivered to a company which is currently building a chemical tank farm in Antwerp , northern Belgium	neutral
The payment date is March 25 , 2010	neutral
Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares	neutral
M+kel+ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum	neutral
First Industrial will seek LEED designation for Uponor 's new building and a 282,000 square-foot speculative distribution center at First Park Lakeville	neutral
Currently , 95 % of Trainers House 's revenues are attributed to the Finnish market	neutral
A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi	neutral
The members of the management team will contribute to the adjustment measures with temporary salary cut of 5 %	positive
Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 %	neutral
The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin	neutral
shock phase ' , consumers have once again started to plan and implement building projects	neutral
The company said shareholders will be able to vote on the agreement at an EGM scheduled for later this month	neutral
Finnish-Swedish TietoEnator is expanding its business quickly in Russia	positive
Public services will also be available	neutral
The Lemminkainen Group , headquartered in Helsinki , Finland operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry	neutral
The company is studying the feasibility of focusing most of its processed meat production in the Vantaa facilities and the processing of fresh meat in the Forssa facilities	neutral
The company also said that its board of directors has proposed a profit distribution of EUR0 .92 per share	neutral
Previously , EB delivered a custom solution for LG Electronics and now is making it commercially available for other mobile terminal vendors as well as to wireless operators	positive
The poorest index figure was given to Finnish power company Fortum , 4.5	negative
More than 200 volunteers from Fiskars , the garden tool company , Home Depot ( NYSE : HD ) , the city of Baltimore and the neighborhood are working right now to create a garden sanctuary - in a single day	positive
The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares	neutral
YIT acquired investment rights to a 10,000 square metre residential project in Yaroslavl and to a 16,400 square metre project in Moscow	neutral
Financial details were n't disclosed	neutral
Homeowners across North America have green experiences to share from cost savings to clean and eco-friendly heating	neutral
Simultaneously , Alma Media has purchased a 35 % share of Arena Interactive , a subsidiary of Arena Partners with a focus on mobile solutions development	neutral
